subject,gene,annotation,group
VFG037170(gb|WP_001081754), (plc1, phospholipase C [Phospholipase C (VF0470, - Exotoxin (VFC0235
VFG018534(gb|WP_000386308), (sicA, chaparone for SipC and SipB [TTSS (SPI-1 encode, (VF0116
VFG018536(gb|WP_000932261), (sipD," type III secretion system hydrophilic translocator, needle tip protein SipD [TTSS (SPI-1 encode", (VF0116
VFG018537(gb|WP_000932249), (sipD," type III secretion system hydrophilic translocator, needle tip protein SipD [TTSS (SPI-1 encode", (VF0116
VFG018538(gb|WP_000366948), (iacP, acyl carrier protein [TTSS (SPI-1 encode, (VF0116
VFG018540(gb|WP_001258998), (sicP, chaparone for SptP [TTSS (SPI-1 encode, (VF0116
VFG018542(gb|WP_001268416), (iagB, type III secretion system invasion protein IagB [TTSS (SPI-1 encode, (VF0116
VFG018544(gb|WP_000902210), (hilA, transcriptional regulator HilA [TTSS (SPI-1 encode, (VF0116
VFG018546(gb|WP_000432694), (hilD, transcriptional regulator HilD [TTSS (SPI-1 encode, (VF0116
VFG018548(gb|WP_012209849), (prgH, type III secretion system outer MS ring protein PrgH [TTSS (SPI-1 encode, (VF0116
VFG018549(gb|WP_000450195), (prgH, type III secretion system outer MS ring protein PrgH [TTSS (SPI-1 encode, (VF0116
VFG018550(gb|WP_000796286), (prgI, type III secretion system needle filament protein PrgI [TTSS (SPI-1 encode, (VF0116
VFG018551(gb|WP_001143113), (prgI, type III secretion system needle filament protein PrgI [TTSS (SPI-1 encode, (VF0116
VFG018552(gb|WP_001121019), (prgJ, type III secretion system inner rod protein PrgJ [TTSS (SPI-1 encode, (VF0116
VFG018554(gb|WP_000621236), (prgK, type III secretion system inner MS ring protein PrgK [TTSS (SPI-1 encode, (VF0116
VFG018556(gb|WP_077905471), (orgA/sctK, type III secretion system accessory cytosolic protein OrgA [TTSS (SPI-1 encode, (VF0116
VFG018558(gb|WP_012209850), (orgB/SctL, type III secretion system stator OrgB [TTSS (SPI-1 encode, (VF0116
VFG018560(gb|WP_000612187), (orgC, type III secretion system effector OrgC [TTSS (SPI-1 encode, (VF0116
VFG018562(gb|WP_000244003), (hilC, invasion transcriptional regulator HilC [TTSS (SPI-1 encode, (VF0116
VFG018564(gb|WP_000800041), (sprB, transcriptional regulator [TTSS (SPI-1 encode, (VF0116
VFG018566(gb|WP_000701511), (mig-14, antimicrobial peptide resistance protein Mig-14 [Mig-14 (VF0395, - Antimicrobial activity/Competitive advantage (VFC0325
VFG018567(gb|WP_000701502), (mig-14, antimicrobial peptide resistance protein Mig-14 [Mig-14 (VF0395, - Antimicrobial activity/Competitive advantage (VFC0325
VFG020318(gb|WP_001529135), (cdtB, cytolethal distending toxin B  [Typhoid toxin (VF0407, - Exotoxin (VFC0235
VFG020320(gb|WP_011233072), (cdtB, cytolethal distending toxin B  [Typhoid toxin (VF0407, - Exotoxin (VFC0235
VFG020321(gb|WP_012210407), (cdtB, cytolethal distending toxin B  [Typhoid toxin (VF0407, - Exotoxin (VFC0235
VFG020322(gb|WP_001766395), (pltA, typhoid-like toxin S-CDT ADP-ribosylating subunit PltA [Typhoid toxin (VF0407, - Exotoxin (VFC0235
VFG020324(gb|WP_011233073), (pltA, typhoid-like toxin S-CDT ADP-ribosylating subunit PltA [Typhoid toxin (VF0407, - Exotoxin (VFC0235
VFG020325(gb|WP_000733628), (pltA, pertussis-like toxin subunit ArtA [Typhoid toxin (VF0407, - Exotoxin (VFC0235
VFG020326(gb|WP_000281950), (pltB, typhoid-like toxin S-CDT binding subunit PltB [Typhoid toxin (VF0407, - Exotoxin (VFC0235
VFG020328(gb|WP_011233074), (pltB, typhoid-like toxin S-CDT binding subunit PltB [Typhoid toxin (VF0407, - Exotoxin (VFC0235
VFG020329(gb|WP_000724535), (pltB, subtilase cytotoxin subunit B [Typhoid toxin (VF0407, - Exotoxin (VFC0235
VFG020332(gb|WP_001246658), (sprB, transcriptional regulator SprB [TTSS (SPI-1 encode, (VF0116
VFG020333(gb|WP_001246656), (sprB, transcriptional regulator SprB [TTSS (SPI-1 encode, (VF0116
VFG020338(gb|WP_001246665), (sprB, transcriptional regulator SprB [TTSS (SPI-1 encode, (VF0116
VFG020350(gb|WP_000612178), (orgC, type III secretion system effector OrgC [TTSS (SPI-1 encode, (VF0116
VFG020351(gb|WP_000612164), (orgC, type III secretion system effector OrgC [TTSS (SPI-1 encode, (VF0116
VFG020368(gb|WP_001591231), (orgA/sctK, type III secretion system accessory cytosolic protein OrgA [TTSS (SPI-1 encode, (VF0116
VFG020373(gb|WP_077906084), (orgA/sctK, type III secretion system accessory cytosolic protein OrgA [TTSS (SPI-1 encode, (VF0116
VFG020377(gb|WP_000621239), (prgK, type III secretion system inner MS ring protein PrgK [TTSS (SPI-1 encode, (VF0116
VFG020395(gb|WP_001143298), (prgI, type III secretion system needle filament protein PrgI [TTSS (SPI-1 encode, (VF0116
VFG020406(gb|WP_000450198), (prgH, type III secretion system outer MS ring protein PrgH [TTSS (SPI-1 encode, (VF0116
VFG020409(gb|WP_000450200), (prgH, type III secretion system outer MS ring protein PrgH [TTSS (SPI-1 encode, (VF0116
VFG020414(gb|WP_000432698), (hilD, transcriptional regulator HilD [TTSS (SPI-1 encode, (VF0116
VFG020417(gb|WP_000432700), (hilD, transcriptional regulator HilD [TTSS (SPI-1 encode, (VF0116
VFG020423(gb|WP_001120077), (hilA, transcriptional regulator HilA [TTSS (SPI-1 encode, (VF0116
VFG020428(gb|WP_001120090), (hilA, transcriptional regulator HilA [TTSS (SPI-1 encode, (VF0116
VFG020437(gb|WP_000558932), (iagB, SPI-1 type III secretion system invasion protein IagB [TTSS (SPI-1 encode, (VF0116
VFG020439(gb|WP_001147851), (sicP, chaparone for SptP [TTSS (SPI-1 encode, (VF0116
VFG020442(gb|WP_001147853), (sicP, chaparone for SptP [TTSS (SPI-1 encode, (VF0116
VFG020446(gb|WP_001147854), (sicP, chaparone for SptP [TTSS (SPI-1 encode, (VF0116
VFG020452(gb|WP_001055582), (iacP, acyl carrier protein [TTSS (SPI-1 encode, (VF0116
VFG020458(gb|WP_000932241), (sipD," type III secretion system hydrophilic translocator, needle tip protein SipD [TTSS (SPI-1 encode", (VF0116
VFG020464(gb|WP_000932250), (sipD," type III secretion system hydrophilic translocator, needle tip protein SipD [TTSS (SPI-1 encode", (VF0116
VFG020475(gb|WP_000097722), (spaS, type III secretion system export apparatus switch protein SpaS [TTSS (SPI-1 encode, (VF0116
VFG020491(gb|WP_000498968), (spaR, type III secretion system minor export apparatus protein SpaR [TTSS (SPI-1 encode, (VF0116
VFG020512(gb|WP_000058725), (spaO/sctQ, type III secretion system C ring protein SpaO [TTSS (SPI-1 encode, (VF0116
VFG020513(gb|WP_000058730), (spaO/sctQ, type III secretion system C ring protein SpaO [TTSS (SPI-1 encode, (VF0116
VFG020516(gb|WP_000058739), (spaO/sctQ, type III secretion system C ring protein SpaO [TTSS (SPI-1 encode, (VF0116
VFG020518(gb|WP_000058729), (spaO/sctQ, type III secretion system C ring protein SpaO [TTSS (SPI-1 encode, (VF0116
VFG020520(gb|WP_000503106), (invJ, type III secretion system needle length regulator InvJ [TTSS (SPI-1 encode, (VF0116
VFG020521(gb|WP_000503107), (invJ, type III secretion system needle length regulator InvJ [TTSS (SPI-1 encode, (VF0116
VFG020522(gb|WP_000503105), (invJ, type III secretion system needle length regulator InvJ [TTSS (SPI-1 encode, (VF0116
VFG020525(gb|WP_000503085), (invJ, type III secretion system needle length regulator InvJ [TTSS (SPI-1 encode, (VF0116
VFG020527(gb|WP_000503093), (invJ, type III secretion system needle length regulator InvJ [TTSS (SPI-1 encode, (VF0116
VFG020529(gb|WP_012664673), (invI, type III secretion system stalk protein InvI [TTSS (SPI-1 encode, (VF0116
VFG020530(gb|WP_001747512), (invI, type III secretion system stalk protein InvI [TTSS (SPI-1 encode, (VF0116
VFG020535(gb|WP_001670229), (invI, type III secretion system stalk protein InvI [TTSS (SPI-1 encode, (VF0116
VFG020551(gb|WP_001164065), (invB, type III secretion system protein InvB [TTSS (SPI-1 encode, (VF0116
VFG020558(gb|WP_000927212), (invA, type III secretion system major export apparatus protein InvA [TTSS (SPI-1 encode, (VF0116
VFG020560(gb|WP_000927215), (invA, type III secretion system major export apparatus protein InvA [TTSS (SPI-1 encode, (VF0116
VFG020561(gb|WP_000927220), (invA, type III secretion system major export apparatus protein InvA [TTSS (SPI-1 encode, (VF0116
VFG020565(gb|WP_000612167), (invE, type III secretion system gatekeeper invE [TTSS (SPI-1 encode, (VF0116
VFG020574(gb|WP_000848112), (invG, type III secretion system secretin invG [TTSS (SPI-1 encode, (VF0116
VFG020578(gb|WP_000848115), (invG, type III secretion system secretin invG [TTSS (SPI-1 encode, (VF0116
VFG020579(gb|WP_000848099), (invG, type III secretion system secretin invG [TTSS (SPI-1 encode, (VF0116
VFG020580(gb|WP_000848101), (invG, type III secretion system secretin invG [TTSS (SPI-1 encode, (VF0116
VFG020581(gb|WP_000848100), (invG, type III secretion system secretin invG [TTSS (SPI-1 encode, (VF0116
VFG020584(gb|WP_001747511), (invF, type III secretion system regulatory protein InvF [TTSS (SPI-1 encode, (VF0116
VFG020590(gb|WP_023217563), (invF, type III secretion system regulatory protein InvF [TTSS (SPI-1 encode, (VF0116
VFG020595(gb|WP_000715097), (invH, type III secretion system pilotin invG [TTSS (SPI-1 encode, (VF0116
VFG020598(gb|WP_000715099), (invH, type III secretion system pilotin invG [TTSS (SPI-1 encode, (VF0116
VFG020599(gb|WP_000715100), (invH, type III secretion system pilotin invG [TTSS (SPI-1 encode, (VF0116
VFG020600(gb|WP_000946995), (sptP," type III secretion system effector SptP, tyrosine phosphatase and GTPase-activating protein [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020601(gb|WP_000922313), (sptP," type III secretion system effector SptP, tyrosine phosphatase and GTPase-activating protein [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020602(gb|WP_000922304), (sptP," type III secretion system effector SptP, tyrosine phosphatase and GTPase-activating protein [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020603(gb|WP_000922298), (sptP," type III secretion system effector SptP, tyrosine phosphatase and GTPase-activating protein [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020607(gb|WP_000922299), (sptP," type III secretion system effector SptP, tyrosine phosphatase and GTPase-activating protein [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020608(gb|WP_000922293), (sptP," type III secretion system effector SptP, tyrosine phosphatase and GTPase-activating protein [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020610(gb|WP_000258808), (sipA/sspA," type III secretion system effector SipA, actin polymerizing activity [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020611(gb|WP_000258824), (sipA/sspA," type III secretion system effector SipA, actin polymerizing activity [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020612(gb|WP_000258819), (sipA/sspA," type III secretion system effector SipA, actin polymerizing activity [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020614(gb|WP_000258805), (sipA/sspA," type III secretion system effector SipA, actin polymerizing activity [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020617(gb|WP_000258807), (sipA/sspA," type III secretion system effector SipA, actin polymerizing activity [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020619(gb|WP_000909027), (sipC/sspC," type III secretion system hydrophilic translocator, pore protein SipC [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020620(gb|WP_000909028), (sipC/sspC," type III secretion system hydrophilic translocator, pore protein SipC [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020627(gb|WP_000245785), (sipB/sspB," type III secretion system hydrophilic translocator, pore protein SipB [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020632(gb|WP_000245787), (sipB/sspB," type III secretion system hydrophilic translocator, pore protein SipB [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020638(gb|WP_000703987), (sopA," type III secretion system effector SopA, E3 ubiquitin ligase [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020639(gb|WP_000703992), (sopA," type III secretion system effector SopA, E3 ubiquitin ligase [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020640(gb|WP_000703991), (sopA," type III secretion system effector SopA, E3 ubiquitin ligase [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020642(gb|WP_000704000), (sopA," type III secretion system effector SopA, E3 ubiquitin ligase [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020643(gb|WP_000703996), (sopA," type III secretion system effector SopA, E3 ubiquitin ligase [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020644(gb|WP_000704007), (sopA," type III secretion system effector SopA, E3 ubiquitin ligase [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020647(gb|WP_001166961), (sopB/sigD," type III secretion system effector SopB, phosphoinositide phosphatase [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020648(gb|WP_001166952), (sopB/sigD," type III secretion system effector SopB, phosphoinositide phosphatase [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020650(gb|WP_001166951), (sopB/sigD," type III secretion system effector SopB, phosphoinositide phosphatase [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020651(gb|WP_001166950), (sopB/sigD," type III secretion system effector SopB, phosphoinositide phosphatase [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020652(gb|WP_001166962), (sopB/sigD," type III secretion system effector SopB, phosphoinositide phosphatase [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020653(gb|WP_001166958), (sopB/sigD," type III secretion system effector SopB, phosphoinositide phosphatase [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020655(gb|WP_024131732), (sopD, type III secretion system effector SopD [TTSS-1 secreted effectors (VF0949, - Effector delivery system (VFC0086
VFG020659(gb|WP_001145546), (sopD, type III secretion system effector SopD [TTSS-1 secreted effectors (VF0949, - Effector delivery system (VFC0086
VFG020660(gb|WP_001145540), (sopD, type III secretion system effector SopD [TTSS-1 secreted effectors (VF0949, - Effector delivery system (VFC0086
VFG020661(gb|WP_001670772), (sopD, type III secretion system effector SopD [TTSS-1 secreted effectors (VF0949, - Effector delivery system (VFC0086
VFG020662(gb|WP_001145539), (sopD, type III secretion system effector SopD [TTSS-1 secreted effectors (VF0949, - Effector delivery system (VFC0086
VFG020664(gb|WP_000161701), (sopE, SPI-1 type III secretion system guanine nucleotide exchange factor SopE [TTSS-1 secreted effectors (VF0949, - Effector delivery system (VFC0086
VFG020665(gb|WP_000161704), (sopE, SPI-1 type III secretion system guanine nucleotide exchange factor SopE [TTSS-1 secreted effectors (VF0949, - Effector delivery system (VFC0086
VFG020666(gb|WP_000161702), (sopE, SPI-1 type III secretion system guanine nucleotide exchange factor SopE [TTSS-1 secreted effectors (VF0949, - Effector delivery system (VFC0086
VFG020667(gb|WP_000161705), (sopE, SPI-1 type III secretion system guanine nucleotide exchange factor SopE [TTSS-1 secreted effectors (VF0949, - Effector delivery system (VFC0086
VFG020668(gb|WP_000161707), (sopE, SPI-1 type III secretion system guanine nucleotide exchange factor SopE [TTSS-1 secreted effectors (VF0949, - Effector delivery system (VFC0086
VFG020671(gb|WP_000182066), (sopE2," type III secretion system effector SopE2, guanine nucleotide exchange factor [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020673(gb|WP_000182071), (sopE2," type III secretion system effector SopE2, guanine nucleotide exchange factor [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020677(gb|WP_000182069), (sopE2," type III secretion system effector SopE2, guanine nucleotide exchange factor [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020678(gb|WP_023785403), (avrA," type III secretion system effector AvrA, acetyltransferease [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020679(gb|WP_001576330), (avrA," type III secretion system effector AvrA, acetyltransferease [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020682(gb|WP_077906402), (avrA," type III secretion system effector AvrA, acetyltransferease [TTSS-1 secreted effectors (VF0949", - Effector delivery system (VFC0086
VFG020690(gb|WP_000666336), (ssrB, two component system response regulator [TTSS (SPI-2 encode, (VF0321
VFG020693(gb|WP_001050764), (ssrA, two component system sensor kinase [TTSS (SPI-2 encode, (VF0321
VFG020694(gb|WP_001050767), (ssrA, two component system sensor kinase [TTSS (SPI-2 encode, (VF0321
VFG020695(gb|WP_001050774), (ssrA, two component system sensor kinase [TTSS (SPI-2 encode, (VF0321
VFG020697(gb|WP_001050770), (ssrA, two component system sensor kinase [TTSS (SPI-2 encode, (VF0321
VFG020698(gb|WP_001050776), (ssrA, two component system sensor kinase [TTSS (SPI-2 encode, (VF0321
VFG020699(gb|WP_001050765), (ssrA, two component system sensor kinase [TTSS (SPI-2 encode, (VF0321
VFG020700(gb|WP_001050758), (ssrA, two component system sensor kinase [TTSS (SPI-2 encode, (VF0321
VFG020703(gb|WP_000636797), (ssaC, type III secretion system secretin SsaC [TTSS (SPI-2 encode, (VF0321
VFG020704(gb|WP_000261279), (ssaC, type III secretion system secretin SsaC [TTSS (SPI-2 encode, (VF0321
VFG020705(gb|WP_000261277), (ssaC, type III secretion system secretin SsaC [TTSS (SPI-2 encode, (VF0321
VFG020706(gb|WP_000261280), (ssaC, type III secretion system secretin SsaC [TTSS (SPI-2 encode, (VF0321
VFG020709(gb|WP_000261286), (ssaC, type III secretion system secretin SsaC [TTSS (SPI-2 encode, (VF0321
VFG020712(gb|WP_000323780), (ssaD, type III secretion system outer MS ring protein SsaD [TTSS (SPI-2 encode, (VF0321
VFG020713(gb|WP_000323791), (ssaD, type III secretion system outer MS ring protein SsaD [TTSS (SPI-2 encode, (VF0321
VFG020716(gb|WP_000323783), (ssaD, type III secretion system outer MS ring protein SsaD [TTSS (SPI-2 encode, (VF0321
VFG020718(gb|WP_000323796), (ssaD, type III secretion system outer MS ring protein SsaD [TTSS (SPI-2 encode, (VF0321
VFG020724(gb|WP_000210206), (ssaE, chaperone for sseB [TTSS (SPI-2 encode, (VF0321
VFG020725(gb|WP_000210201), (ssaE, chaperone for sseB [TTSS (SPI-2 encode, (VF0321
VFG020731(gb|WP_024131479), (sseA, chaperone for sseB and sseD [TTSS (SPI-2 encode, (VF0321
VFG020733(gb|WP_000094426), (sseB, type III secretion system effector SseB [TTSS (SPI-2 encode, (VF0321
VFG020734(gb|WP_000094419), (sseB, type III secretion system effector SseB [TTSS (SPI-2 encode, (VF0321
VFG020737(gb|WP_000094424), (sseB, type III secretion system effector SseB [TTSS (SPI-2 encode, (VF0321
VFG020738(gb|WP_000094435), (sseB, type III secretion system effector SseB [TTSS (SPI-2 encode, (VF0321
VFG020740(gb|WP_000094436), (sseB, type III secretion system effector SseB [TTSS (SPI-2 encode, (VF0321
VFG020743(gb|WP_000711023), (sscA, chaperone for sseC [TTSS (SPI-2 encode, (VF0321
VFG020744(gb|WP_000711026), (sscA, chaperone for sseC [TTSS (SPI-2 encode, (VF0321
VFG020745(gb|WP_000711025), (sscA, chaperone for sseC [TTSS (SPI-2 encode, (VF0321
VFG020751(gb|WP_001079753), (sseC," type III secretion system hydrophilic translocator, pore protein SseC [TTSS (SPI-2 encode", (VF0321
VFG020752(gb|WP_001079745), (sseC," type III secretion system hydrophilic translocator, pore protein SseC [TTSS (SPI-2 encode", (VF0321
VFG020753(gb|WP_001079750), (sseC," type III secretion system hydrophilic translocator, pore protein SseC [TTSS (SPI-2 encode", (VF0321
VFG020754(gb|WP_001079746), (sseC," type III secretion system hydrophilic translocator, pore protein SseC [TTSS (SPI-2 encode", (VF0321
VFG020755(gb|WP_001079774), (sseC," type III secretion system hydrophilic translocator, pore protein SseC [TTSS (SPI-2 encode", (VF0321
VFG020756(gb|WP_001079751), (sseC," type III secretion system hydrophilic translocator, pore protein SseC [TTSS (SPI-2 encode", (VF0321
VFG020757(gb|WP_001079772), (sseC," type III secretion system hydrophilic translocator, pore protein SseC [TTSS (SPI-2 encode", (VF0321
VFG020760(gb|WP_000388318), (sseD," type III secretion system hydrophilic translocator, pore protein SseD [TTSS (SPI-2 encode", (VF0321
VFG020761(gb|WP_000388333), (sseD," type III secretion system hydrophilic translocator, pore protein SseD [TTSS (SPI-2 encode", (VF0321
VFG020762(gb|WP_000388329), (sseD," type III secretion system hydrophilic translocator, pore protein SseD [TTSS (SPI-2 encode", (VF0321
VFG020764(gb|WP_000388325), (sseD," type III secretion system hydrophilic translocator, pore protein SseD [TTSS (SPI-2 encode", (VF0321
VFG020770(gb|WP_000249608), (sseE, type III secretion system effector SseE [TTSS (SPI-2 encode, (VF0321
VFG020805(gb|WP_012664611), (ssaI, type III secretion system inner rod protein SsaI [TTSS (SPI-2 encode, (VF0321
VFG020806(gb|WP_001747633), (ssaI, type III secretion system inner rod protein SsaI [TTSS (SPI-2 encode, (VF0321
VFG020810(gb|WP_001682378), (ssaI, type III secretion system inner rod protein SsaI [TTSS (SPI-2 encode, (VF0321
VFG020812(gb|WP_023194623), (ssaI, type III secretion system inner rod protein SsaI [TTSS (SPI-2 encode, (VF0321
VFG020815(gb|WP_000868145), (ssaJ, type III secretion system inner MS ring protein SsaJ [TTSS (SPI-2 encode, (VF0321
VFG020816(gb|WP_000862875), (ssaJ, type III secretion system inner MS ring protein SsaJ [TTSS (SPI-2 encode, (VF0321
VFG020818(gb|WP_000643638), (ssaJ, type III secretion system inner MS ring protein SsaJ [TTSS (SPI-2 encode, (VF0321
VFG020821(gb|WP_000868146), (ssaJ, type III secretion system inner MS ring protein SsaJ [TTSS (SPI-2 encode, (VF0321
VFG020824(gb|WP_000011209), (ssaK, type III secretion system stator SsaK [TTSS (SPI-2 encode, (VF0321
VFG020825(gb|WP_000011203), (ssaK, type III secretion system stator SsaK [TTSS (SPI-2 encode, (VF0321
VFG020829(gb|WP_000011196), (ssaK, type III secretion system stator SsaK [TTSS (SPI-2 encode, (VF0321
VFG020830(gb|WP_000011206), (ssaK, type III secretion system stator SsaK [TTSS (SPI-2 encode, (VF0321
VFG020832(gb|WP_000238886), (ssaL, type III secretion system gatekeeper SsaL [TTSS (SPI-2 encode, (VF0321
VFG020834(gb|WP_000238880), (ssaL, type III secretion system gatekeeper SsaL [TTSS (SPI-2 encode, (VF0321
VFG020837(gb|WP_000238876), (ssaL, type III secretion system gatekeeper SsaL [TTSS (SPI-2 encode, (VF0321
VFG020839(gb|WP_000238884), (ssaL, type III secretion system gatekeeper SsaL [TTSS (SPI-2 encode, (VF0321
VFG020843(gb|WP_000383703), (ssaM, type III secretion system protein SsaM [TTSS (SPI-2 encode, (VF0321
VFG020845(gb|WP_000383696), (ssaM, type III secretion system protein SsaM [TTSS (SPI-2 encode, (VF0321
VFG020851(gb|WP_001258219), (ssaV, type III secretion system major export apparatus protein ssaV [TTSS (SPI-2 encode, (VF0321
VFG020854(gb|WP_001258232), (ssaV, type III secretion system major export apparatus protein ssaV [TTSS (SPI-2 encode, (VF0321
VFG020859(gb|WP_000787227), (ssaN, type III secretion system ATPase SsaN [TTSS (SPI-2 encode, (VF0321
VFG020860(gb|WP_000787210), (ssaN, type III secretion system ATPase SsaN [TTSS (SPI-2 encode, (VF0321
VFG020861(gb|WP_000787214), (ssaN, type III secretion system ATPase SsaN [TTSS (SPI-2 encode, (VF0321
VFG020862(gb|WP_000787216), (ssaN, type III secretion system ATPase SsaN [TTSS (SPI-2 encode, (VF0321
VFG020863(gb|WP_000787222), (ssaN, type III secretion system ATPase SsaN [TTSS (SPI-2 encode, (VF0321
VFG020864(gb|WP_000787219), (ssaN, type III secretion system ATPase SsaN [TTSS (SPI-2 encode, (VF0321
VFG020866(gb|WP_000787223), (ssaN, type III secretion system ATPase SsaN [TTSS (SPI-2 encode, (VF0321
VFG020870(gb|WP_000449091), (ssaO, type III secretion system stalk protein SsaO [TTSS (SPI-2 encode, (VF0321
VFG020871(gb|WP_000449094), (ssaO, type III secretion system stalk protein SsaO [TTSS (SPI-2 encode, (VF0321
VFG020875(gb|WP_000449092), (ssaO, type III secretion system stalk protein SsaO [TTSS (SPI-2 encode, (VF0321
VFG020878(gb|WP_001223311), (ssaP, type III secretion system needle length regulator SsaP [TTSS (SPI-2 encode, (VF0321
VFG020884(gb|WP_001223306), (ssaP, type III secretion system needle length regulator SsaP [TTSS (SPI-2 encode, (VF0321
VFG020886(gb|WP_000944190), (ssaQ, type III secretion system C ring protein SsaQ [TTSS (SPI-2 encode, (VF0321
VFG020887(gb|WP_000944180), (ssaQ, type III secretion system C ring protein SsaQ [TTSS (SPI-2 encode, (VF0321
VFG020888(gb|WP_000944195), (ssaQ, type III secretion system C ring protein SsaQ [TTSS (SPI-2 encode, (VF0321
VFG020889(gb|WP_000944182), (ssaQ, type III secretion system C ring protein SsaQ [TTSS (SPI-2 encode, (VF0321
VFG020892(gb|WP_000944184), (ssaQ, type III secretion system C ring protein SsaQ [TTSS (SPI-2 encode, (VF0321
VFG020893(gb|WP_000944525), (ssaQ, type III secretion system C ring protein SsaQ [TTSS (SPI-2 encode, (VF0321
VFG020896(gb|WP_000056366), (ssaR, type III secretion system minor export apparatus protein SsaR [TTSS (SPI-2 encode, (VF0321
VFG020898(gb|WP_000056368), (ssaR, type III secretion system minor export apparatus protein SsaR [TTSS (SPI-2 encode, (VF0321
VFG020905(gb|WP_000999979), (ssaS, type III secretion system minor export apparatus protein SsaS [TTSS (SPI-2 encode, (VF0321
VFG020907(gb|WP_000999983), (ssaS, type III secretion system minor export apparatus protein SsaS [TTSS (SPI-2 encode, (VF0321
VFG020911(gb|WP_000068760), (ssaT, type III secretion system minor export apparatus protein SsaT [TTSS (SPI-2 encode, (VF0321
VFG020912(gb|WP_000068763), (ssaT, type III secretion system minor export apparatus protein SsaT [TTSS (SPI-2 encode, (VF0321
VFG020913(gb|WP_000068761), (ssaT, type III secretion system minor export apparatus protein SsaT [TTSS (SPI-2 encode, (VF0321
VFG020914(gb|WP_000068766), (ssaT, type III secretion system minor export apparatus protein SsaT [TTSS (SPI-2 encode, (VF0321
VFG020915(gb|WP_000068767), (ssaT, type III secretion system minor export apparatus protein SsaT [TTSS (SPI-2 encode, (VF0321
VFG020918(gb|WP_000068770), (ssaT, type III secretion system minor export apparatus protein SsaT [TTSS (SPI-2 encode, (VF0321
VFG020920(gb|WP_001291712), (ssaU, type III secretion system export apparatus switch protein SsaU [TTSS (SPI-2 encode, (VF0321
VFG020922(gb|WP_001291719), (ssaU, type III secretion system export apparatus switch protein SsaU [TTSS (SPI-2 encode, (VF0321
VFG020923(gb|WP_001291714), (ssaU, type III secretion system export apparatus switch protein SsaU [TTSS (SPI-2 encode, (VF0321
VFG020925(gb|WP_001291721), (ssaU, type III secretion system export apparatus switch protein SsaU [TTSS (SPI-2 encode, (VF0321
VFG020927(gb|WP_001291707), (ssaU, type III secretion system export apparatus switch protein SsaU [TTSS (SPI-2 encode, (VF0321
VFG020930(gb|WP_001676553), (spiC/ssaB, type III secretion system protein SsaB [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020934(gb|WP_000690709), (sseF, type III secretion system effector SseF [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
VFG020935(gb|WP_000690716), (sseF, type III secretion system effector SseF [TTSS-2 secreted effectors (VF0947, - Effector delivery system (VFC0086
